$CASNumber$,$IngredientName$,$categoryCAS$,$syn_code$,$bgSource$,$prospectCAS$,$curatedCAS$,$recog_syn$,$prospect_CAS_fromIng$,$alt_CAS$,$bgCAS$,$first_date$,$change_date$,$change_comment$
$64742-94-5$,$solvent naphtha (petroleum), hevy arom.$,$perfect match$,$close_match$,$both$,$64742-94-5$,$64742-94-5$,$$,$64742-94-5$,$$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent naphtha (petroleum),heavy$,$perfect match$,$no_match$,$CAS_only$,$64742-94-5$,$64742-94-5$,$$,$non_spec$,$unk$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent naphtha (petroleum)^ heavy arom.$,$perfect match$,$close_match$,$both$,$64742-94-5$,$64742-94-5$,$$,$64742-94-5$,$$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent naphtha(petroleum)$,$perfect match$,$no_match$,$CAS_only$,$64742-94-5$,$64742-94-5$,$$,$non_spec$,$unk$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent naphtha, (petroleum) heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-94-5$,$64742-94-5$,$$,$non_spec$,$unk$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent naphtha, (petroleum) heavy arom.$,$perfect match$,$close_match$,$both$,$64742-94-5$,$64742-94-5$,$$,$64742-94-5$,$$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent naphtha, (petroleum) heavy aromatic$,$perfect match$,$no_match$,$CAS_only$,$64742-94-5$,$64742-94-5$,$$,$non_spec$,$unk$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent naphtha, heavy aromatic$,$perfect match$,$no_match$,$CAS_only$,$64742-94-5$,$64742-94-5$,$$,$non_spec$,$unk$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent naptha$,$perfect match$,$no_match$,$CAS_only$,$64742-94-5$,$64742-94-5$,$$,$non_spec$,$unk$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent naptha (petroleum), heavy arom.$,$perfect match$,$close_match$,$both$,$64742-94-5$,$64742-94-5$,$$,$64742-94-5$,$$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent naptha (petroleum), heavy aromatic$,$perfect match$,$no_match$,$CAS_only$,$64742-94-5$,$64742-94-5$,$$,$non_spec$,$unk$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent naptha (petroleum), petroleum aromatic$,$perfect match$,$no_match$,$CAS_only$,$64742-94-5$,$64742-94-5$,$$,$non_spec$,$unk$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent naptha (petroluem), heavy arom.$,$perfect match$,$close_match$,$both$,$64742-94-5$,$64742-94-5$,$$,$64742-94-5$,$$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent naptha(petroleum), heavy$,$perfect match$,$no_match$,$CAS_only$,$64742-94-5$,$64742-94-5$,$$,$non_spec$,$unk$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent naptha(petroleum), heavy aromatic$,$perfect match$,$no_match$,$CAS_only$,$64742-94-5$,$64742-94-5$,$$,$non_spec$,$unk$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent naptha, heavy arom$,$perfect match$,$no_match$,$CAS_only$,$64742-94-5$,$64742-94-5$,$$,$non_spec$,$unk$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent naptha, heavy arom.$,$perfect match$,$no_match$,$CAS_only$,$64742-94-5$,$64742-94-5$,$$,$non_spec$,$unk$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent naptha, heavy aroma$,$perfect match$,$no_match$,$CAS_only$,$64742-94-5$,$64742-94-5$,$$,$non_spec$,$unk$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent naptha, heavy room$,$perfect match$,$no_match$,$CAS_only$,$64742-94-5$,$64742-94-5$,$$,$non_spec$,$unk$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$solvent napththa (petroleum), heavy arom.$,$perfect match$,$close_match$,$both$,$64742-94-5$,$64742-94-5$,$$,$64742-94-5$,$$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$sovent naptha, heavy arom.$,$perfect match$,$no_match$,$CAS_only$,$64742-94-5$,$64742-94-5$,$$,$non_spec$,$unk$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-5$,$terpene hydrocarbon by-products$,$perfect match$,$no_match$,$CAS_only$,$64742-94-5$,$64742-94-5$,$$,$non_spec$,$unk$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-94-8$,$heavy aromatic petroleum naptha$,$corrected$,$no_match$,$CAS_only$,$$,$64742-94-5$,$$,$non_spec$,$unk$,$64742-94-5$,$d:2021-10-07$,$$,$$
$64742-95-6$,$aromatic naphtha, type i$,$perfect match$,$no_match$,$CAS_only$,$64742-95-6$,$64742-95-6$,$$,$non_spec$,$unk$,$64742-95-6$,$d:2021-10-07$,$$,$$
$64742-95-6$,$complex alkylamine$,$perfect match$,$no_match$,$CAS_only$,$64742-95-6$,$64742-95-6$,$$,$non_spec$,$unk$,$64742-95-6$,$d:2021-10-07$,$$,$$
$64742-95-6$,$light aromatic distillates$,$perfect match$,$no_match$,$CAS_only$,$64742-95-6$,$64742-95-6$,$$,$non_spec$,$unk$,$64742-95-6$,$d:2021-10-07$,$$,$$
$64742-95-6$,$light aromatic naphtha$,$perfect match$,$no_match$,$CAS_only$,$64742-95-6$,$64742-95-6$,$$,$non_spec$,$unk$,$64742-95-6$,$d:2021-10-07$,$$,$$
$64742-95-6$,$light aromatic naphtha, 1, 2, 4$,$perfect match$,$no_match$,$CAS_only$,$64742-95-6$,$64742-95-6$,$$,$non_spec$,$unk$,$64742-95-6$,$d:2021-10-07$,$$,$$
$64742-95-6$,$light aromatic naphtha, 1,2,4$,$perfect match$,$no_match$,$CAS_only$,$64742-95-6$,$64742-95-6$,$$,$non_spec$,$unk$,$64742-95-6$,$d:2021-10-07$,$$,$$
$64742-95-6$,$light aromatic naptha$,$perfect match$,$no_match$,$CAS_only$,$64742-95-6$,$64742-95-6$,$$,$non_spec$,$unk$,$64742-95-6$,$d:2021-10-07$,$$,$$
$64742-95-6$,$light aromatic petroleum solvent$,$perfect match$,$no_match$,$CAS_only$,$64742-95-6$,$64742-95-6$,$$,$non_spec$,$unk$,$64742-95-6$,$d:2021-10-07$,$$,$$
$64742-95-6$,$light aromatic solvent$,$perfect match$,$no_match$,$CAS_only$,$64742-95-6$,$64742-95-6$,$$,$non_spec$,$unk$,$64742-95-6$,$d:2021-10-07$,$$,$$
$64742-95-6$,$light aromatic solvent naphtha$,$perfect match$,$no_match$,$CAS_only$,$64742-95-6$,$64742-95-6$,$$,$non_spec$,$unk$,$64742-95-6$,$d:2021-10-07$,$$,$$
$64742-95-6$,$light aromatic solvent naptha$,$perfect match$,$no_match$,$CAS_only$,$64742-95-6$,$64742-95-6$,$$,$non_spec$,$unk$,$64742-95-6$,$d:2021-10-07$,$$,$$
$64742-95-6$,$naphtha (petroleum), light aromatic$,$perfect match$,$no_match$,$CAS_only$,$64742-95-6$,$64742-95-6$,$$,$non_spec$,$unk$,$64742-95-6$,$d:2021-10-07$,$$,$$
$64742-95-6$,$petroeum naptha, light aromatic$,$perfect match$,$no_match$,$CAS_only$,$64742-95-6$,$64742-95-6$,$$,$non_spec$,$unk$,$64742-95-6$,$d:2021-10-07$,$$,$$
$64742-95-6$,$petroleum naphtha, light aromatic$,$perfect match$,$no_match$,$CAS_only$,$64742-95-6$,$64742-95-6$,$$,$non_spec$,$unk$,$64742-95-6$,$d:2021-10-07$,$$,$$
$64742-95-6$,$solvant naphtha, petroleum, light arom.$,$perfect match$,$no_match$,$CAS_only$,$64742-95-6$,$64742-95-6$,$$,$non_spec$,$unk$,$64742-95-6$,$d:2021-10-07$,$$,$$
$64742-95-6$,$solvent naphtha (petroleum)$,$perfect match$,$no_match$,$CAS_only$,$64742-95-6$,$64742-95-6$,$$,$non_spec$,$unk$,$64742-95-6$,$d:2021-10-07$,$$,$$
$64742-95-6$,$solvent naphtha, petroleum, light arom.$,$perfect match$,$close_match$,$both$,$64742-95-6$,$64742-95-6$,$$,$64742-95-6$,$$,$64742-95-6$,$d:2021-10-07$,$$,$$
$64742-95-6$,$solvent naphtha, petroleum, light aromatic$,$perfect match$,$no_match$,$CAS_only$,$64742-95-6$,$64742-95-6$,$$,$non_spec$,$unk$,$64742-95-6$,$d:2021-10-07$,$$,$$
$64742-96-7$,$aliphatic hydrocarbon$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$btex free aliphatic hydrocarbon$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$distillate (petroleum) hydrotreated light$,$perfect match$,$close_match$,$conflict$,$64742-96-7$,$64742-96-7$,$$,$64742-47-8$,$$,$conflictingID$,$d:2021-10-07$,$$,$$
$64742-96-7$,$distillates (petroleum), hydrotreated light$,$perfect match$,$perfect$,$conflict$,$64742-96-7$,$64742-96-7$,$$,$64742-47-8$,$$,$conflictingID$,$d:2021-10-07$,$$,$$
$64742-96-7$,$distillates petroleum, treated hydrocarbons$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$guar slurry$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$heavy aliph$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$heavy aliphatic naphtha$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$heavy aliphatic solvent naphtha (petroleum)$,$perfect match$,$perfect$,$both$,$64742-96-7$,$64742-96-7$,$$,$64742-96-7$,$$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$hydrocarbons$,$perfect match$,$perfect$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$hydrosolve df628$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$mineral oil$,$perfect match$,$perfect$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$['8012-95-1']$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$naphtha$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$naphtha (petroleum) hydrotreated heavy$,$perfect match$,$close_match$,$conflict$,$64742-96-7$,$64742-96-7$,$$,$64742-48-9$,$$,$conflictingID$,$d:2021-10-07$,$$,$$
$64742-96-7$,$paraffin/ olefin blend$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$paraffin/olefin blend$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$parraffin/ olefin blend$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$petroleum$,$perfect match$,$perfect$,$conflict$,$64742-96-7$,$64742-96-7$,$$,$8002-05-9$,$$,$conflictingID$,$d:2021-10-07$,$$,$$
$64742-96-7$,$petroleum distillate blend$,$perfect match$,$close_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$petroleum distillates$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$petroleum distillates blend$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$petroleum distillates,  hydrotreated  light$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphta (petroleum) heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphta, (petroleum) heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtaha, (petroleum) heavy alphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha (petroleum)  heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha (petroleum)  heavy aliphatic(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha (petroleum) heavy ali$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha (petroleum) heavy aliph$,$perfect match$,$close_match$,$both$,$64742-96-7$,$64742-96-7$,$$,$64742-96-7$,$$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha (petroleum) heavy aliph.$,$perfect match$,$close_match$,$both$,$64742-96-7$,$64742-96-7$,$$,$64742-96-7$,$$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha (petroleum) heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha (petroleum) heavy alpih$,$perfect match$,$close_match$,$both$,$64742-96-7$,$64742-96-7$,$$,$64742-96-7$,$$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha (petroleum) heavy sliph$,$perfect match$,$close_match$,$both$,$64742-96-7$,$64742-96-7$,$$,$64742-96-7$,$$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha (petroleum), heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha (petroleum), heavy aliphatic(cid:98)(cid:98)(cid:98)(cid:98)(cid:98) (cid:98)(cid:98$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha,  petroleum, heavy aliph$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha, (petrleum) heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha, (petroleaum) heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha, (petroleum heavy$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha, (petroleum)$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha, (petroleum)  heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha, (petroleum) heavy$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha, (petroleum) heavy ali$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha, (petroleum) heavy alimo$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha, (petroleum) heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha, (petroleum) heavy aliphatic proprietary polymer$,$perfect match$,$proprietary$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$proprietary$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha, (petroleum0 heavy$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha, heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha, petroleum$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha, petroleum, heavy aliph$,$perfect match$,$close_match$,$both$,$64742-96-7$,$64742-96-7$,$$,$64742-96-7$,$$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha, petroleum, heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha, petroleum, heavy, aliph$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha,(petroleum) heavy ali$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha,(petroleum) heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtha,petroleum,heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naphtham (pertroleum)$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naptha$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naptha (pet) heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naptha (petroleum)$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naptha (petroleum) heavy ali$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naptha (petroleum) heavy aliph$,$perfect match$,$close_match$,$both$,$64742-96-7$,$64742-96-7$,$$,$64742-96-7$,$$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naptha (petroleum) heavy aliph.$,$perfect match$,$close_match$,$both$,$64742-96-7$,$64742-96-7$,$$,$64742-96-7$,$$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naptha (petroleum) heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naptha (petroleum), heavy aliph.$,$perfect match$,$close_match$,$both$,$64742-96-7$,$64742-96-7$,$$,$64742-96-7$,$$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naptha, (petroleum) hay aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naptha, (petroleum) heavy$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naptha, (petroleum) heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naptha, heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naptha, petroleum heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naptha, petroleum, heavy aliph$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naptha, petroleum, heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent naptha,(petroleum) heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent nphpha, petrolium, heavy aliph$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent, naphtha, (petroleum) heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$solvent, petroleum heavy aliphatic$,$perfect match$,$no_match$,$CAS_only$,$64742-96-7$,$64742-96-7$,$$,$non_spec$,$unk$,$64742-96-7$,$d:2021-10-07$,$$,$$
$64742-96-7$,$white mineral oil$,$perfect match$,$perfect$,$conflict$,$64742-96-7$,$64742-96-7$,$$,$8012-95-1$,$$,$conflictingID$,$d:2021-10-07$,$$,$$
$6474247-8$,$distillates (petroleum), hydrotreated light$,$corrected$,$perfect$,$both$,$$,$64742-47-8$,$$,$64742-47-8$,$$,$64742-47-8$,$d:2021-10-07$,$$,$$
$64742478107-21-1$,$petroleum distillate ethylene glycol$,$ambiguousID$,$no_match$,$neither$,$$,$multiple chem$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$647424788$,$petroleum distillat$,$corrected$,$no_match$,$CAS_only$,$$,$64742-47-8$,$$,$non_spec$,$unk$,$64742-47-8$,$d:2021-10-07$,$$,$$
$64743-01-7$,$petrolatum ( petroleum), oxidized$,$perfect match$,$close_match$,$both$,$64743-01-7$,$64743-01-7$,$$,$64743-01-7$,$$,$64743-01-7$,$d:2021-10-07$,$$,$$
$64743-01-7$,$petrolatum (pertoleum) oxidized$,$perfect match$,$close_match$,$both$,$64743-01-7$,$64743-01-7$,$$,$64743-01-7$,$$,$64743-01-7$,$d:2021-10-07$,$$,$$
$64743-01-7$,$petrolatum (petroleaum) oxidized$,$perfect match$,$close_match$,$both$,$64743-01-7$,$64743-01-7$,$$,$64743-01-7$,$$,$64743-01-7$,$d:2021-10-07$,$$,$$
$64743-01-7$,$petrolatum (petroleum), oxidized$,$perfect match$,$perfect$,$both$,$64743-01-7$,$64743-01-7$,$$,$64743-01-7$,$$,$64743-01-7$,$d:2021-10-07$,$$,$$
$64743-01-7$,$petrolatum (petroleum),oxidized$,$perfect match$,$close_match$,$both$,$64743-01-7$,$64743-01-7$,$$,$64743-01-7$,$$,$64743-01-7$,$d:2021-10-07$,$$,$$
$64743-01-7$,$petroleum, oxidized$,$perfect match$,$no_match$,$CAS_only$,$64743-01-7$,$64743-01-7$,$$,$non_spec$,$unk$,$64743-01-7$,$d:2021-10-07$,$$,$$
$64743-02-8$,$alkenes$,$perfect match$,$perfect$,$CAS_only$,$64743-02-8$,$64743-02-8$,$$,$non_spec$,$$,$64743-02-8$,$d:2021-10-07$,$$,$$
