$rawName$,$cleanName$,$xlateName$,$status$,$first_date$,$change_date$,$change_comment$
$Tracker Resources Development III, LLC$,$tracker resources development iii, llc$,$tracker resources$,$curated$,$d:2021-07-04$,$$,$$
$Tradition Resources LLC$,$tradition resources llc$,$tradition resources$,$curated$,$d:2021-07-04$,$$,$$
$Trail Ridge E&P$,$trail ridge e&p$,$trail ridge$,$curated$,$d:2021-07-04$,$$,$$
$Trail Ridge Energy Partners$,$trail ridge energy partners$,$trail ridge$,$curated$,$d:2021-07-04$,$$,$$
$Trail Ridge Energy Partners II LLC$,$trail ridge energy partners ii llc$,$trail ridge$,$curated$,$d:2021-07-04$,$$,$$
$Trans Pacific Oil$,$trans pacific oil$,$trans pacific oil$,$curated$,$d:2021-07-04$,$$,$$
$Trans Pacific Oil Corp.$,$trans pacific oil corp.$,$trans pacific oil$,$curated$,$d:2021-07-04$,$$,$$
$Trans Pacific Oil Corporation$,$trans pacific oil corporation$,$trans pacific oil$,$curated$,$d:2021-07-04$,$$,$$
$Trap Rock Oil, LTD.$,$trap rock oil, ltd.$,$trap rock oil$,$curated$,$d:2021-07-04$,$$,$$
$Travis Peak$,$travis peak$,$travis peak$,$curated$,$d:2021-07-04$,$$,$$
$Travis Peak Resources$,$travis peak resources$,$travis peak$,$curated$,$d:2021-09-12$,$$,$$
$Travis Peak Resources, LLC$,$travis peak resources, llc$,$travis peak$,$curated$,$d:2021-07-04$,$$,$$
$TreadStone Energy Partners Operating, LLC$,$treadstone energy partners operating, llc$,$treadstone energy partners$,$curated$,$d:2021-07-04$,$$,$$
$Treadstone Energy Partners, LLC$,$treadstone energy partners, llc$,$treadstone energy partners$,$curated$,$d:2021-07-04$,$$,$$
$Trek Resources, Inc.$,$trek resources, inc.$,$trek resources$,$curated$,$d:2021-07-04$,$$,$$
$Trendwell Energy Corp$,$trendwell energy corp$,$trendwell energy corp$,$curated$,$d:2021-07-04$,$$,$$
$Trent Severn Services$,$trent severn services$,$severn trent$,$curated$,$d:2021-07-04$,$$,$$
$Trey  Resources$,$trey  resources$,$trey resources$,$curated$,$d:2021-07-04$,$$,$$
$Trey Resouces$,$trey resouces$,$trey resources$,$curated$,$d:2021-07-04$,$$,$$
$Trey Resouces Inc.$,$trey resouces inc.$,$trey resources$,$curated$,$d:2021-07-04$,$$,$$
$Trey Resources$,$trey resources$,$trey resources$,$curated$,$d:2021-07-04$,$$,$$
$Trey Resources Inc.$,$trey resources inc.$,$trey resources$,$curated$,$d:2021-07-04$,$$,$$
$Tri-C$,$tri-c$,$tri-c$,$curated$,$d:2021-07-04$,$$,$$
$Tri-C Resources, LLC$,$tri-c resources, llc$,$tri-c$,$curated$,$d:2021-07-04$,$$,$$
$TriCan$,$trican$,$trican$,$curated$,$d:2021-07-04$,$$,$$
$TriPowwer Resources, LLC$,$tripowwer resources, llc$,$tripowwer resources$,$curated$,$d:2021-07-04$,$$,$$
$Triad Energy$,$triad energy$,$triad$,$curated$,$d:2021-07-04$,$$,$$
$Triad Energy, Inc.$,$triad energy, inc.$,$triad$,$curated$,$d:2021-07-04$,$$,$$
$Triad Hunter LLC.$,$triad hunter llc.$,$triad$,$curated$,$d:2021-07-04$,$$,$$
$Triana Energy$,$triana energy$,$triana energy$,$curated$,$d:2021-07-04$,$$,$$
$Triangle Petroleum$,$triangle petroleum$,$triangle$,$curated$,$d:2021-07-04$,$$,$$
$Triangle USA Petroleum Corporation$,$triangle usa petroleum corporation$,$triangle$,$curated$,$d:2021-07-04$,$$,$$
$Tribune Resources, LLC$,$tribune resources, llc$,$trican$,$curated$,$d:2021-07-04$,$$,$$
$Trican$,$trican$,$trican$,$curated$,$d:2021-07-04$,$$,$$
$Trican Trican Trican Trican Trican Trican Trican T$,$trican trican trican trican trican trican trican t$,$trican$,$curated$,$d:2021-07-04$,$$,$$
$Trican Well$,$trican well$,$trican$,$curated$,$d:2021-07-04$,$$,$$
$Trican Well Service$,$trican well service$,$trican$,$curated$,$d:2021-07-04$,$$,$$
$Trican Well Service LP$,$trican well service lp$,$trican$,$curated$,$d:2021-07-04$,$$,$$
$Trican Well Service Ltd.$,$trican well service ltd.$,$trican$,$curated$,$d:2021-07-04$,$$,$$
$Trican Well Service, LP$,$trican well service, lp$,$trican$,$curated$,$d:2021-07-04$,$$,$$
$Trican Well Service,LP$,$trican well service,lp$,$trican$,$curated$,$d:2021-07-04$,$$,$$
$Trican Well Services$,$trican well services$,$trican$,$curated$,$d:2021-07-04$,$$,$$
$Trican Well Services Ltd.$,$trican well services ltd.$,$trican$,$curated$,$d:2021-07-04$,$$,$$
$Trican?$,$trican?$,$trican$,$curated$,$d:2021-07-04$,$$,$$
$Triethyl Phosphate$,$triethyl phosphate$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$Trilogy$,$trilogy$,$trilogy$,$curated$,$d:2021-07-04$,$$,$$
$Trilogy Operating$,$trilogy operating$,$trilogy$,$curated$,$d:2021-07-04$,$$,$$
$Trilogy Operating, Inc.$,$trilogy operating, inc.$,$trilogy$,$curated$,$d:2021-07-04$,$$,$$
$Trilogy Resources, LLC$,$trilogy resources, llc$,$trilogy$,$curated$,$d:2021-07-04$,$$,$$
$Trinity$,$trinity$,$trinity$,$curated$,$d:2021-07-04$,$$,$$
$Trinity Operating (USG), LLC$,$trinity operating (usg), llc$,$trinity$,$curated$,$d:2021-07-04$,$$,$$
$Trinity River Energy Operating, LLC$,$trinity river energy operating, llc$,$trinity$,$curated$,$d:2021-07-04$,$$,$$
$Trio Consulting$,$trio consulting$,$trio consulting$,$curated$,$d:2021-07-04$,$$,$$
$Trio Consulting & Management, LLC$,$trio consulting & management, llc$,$trio consulting$,$curated$,$d:2021-07-04$,$$,$$
$Trio Consulting &amp; Management, LLC$,$trio consulting &amp; management, llc$,$trio consulting$,$curated$,$d:2021-07-04$,$$,$$
$Triple Crown Resources$,$triple crown resources$,$triple crown resources$,$curated$,$d:2021-07-04$,$$,$$
$Triumph$,$triumph$,$triumph$,$curated$,$d:2021-07-04$,$$,$$
$Triumph Energy Partners LLC$,$triumph energy partners llc$,$triumph$,$curated$,$d:2021-07-04$,$$,$$
$Triumph Exploration, Inc.$,$triumph exploration, inc.$,$triumph$,$curated$,$d:2021-07-04$,$$,$$
$Troy Corporation$,$troy corporation$,$troy corporation$,$curated$,$d:2021-07-04$,$$,$$
$Tru$,$tru$,$tru$,$curated$,$d:2021-07-04$,$$,$$
$True Chem$,$true chem$,$true chem$,$curated$,$d:2021-07-04$,$$,$$
$True Chemical$,$true chemical$,$true chem$,$curated$,$d:2021-07-04$,$$,$$
$True Chemical Services$,$true chemical services$,$true chem$,$curated$,$d:2021-07-04$,$$,$$
$True Chemical Solution$,$true chemical solution$,$true chem$,$curated$,$d:2021-07-04$,$$,$$
$True Chemical Solutions$,$true chemical solutions$,$true chem$,$curated$,$d:2021-07-04$,$$,$$
$True Chemical solutions$,$true chemical solutions$,$true chem$,$curated$,$d:2021-07-04$,$$,$$
$True Oil$,$true oil$,$true oil$,$curated$,$d:2021-07-04$,$$,$$
$True Oil Company LLC$,$true oil company llc$,$true oil$,$curated$,$d:2021-07-04$,$$,$$
$True Oil LLC$,$true oil llc$,$true oil$,$curated$,$d:2021-07-04$,$$,$$
$True Wolf Operating, LLC$,$true wolf operating, llc$,$true wolf$,$curated$,$d:2021-07-04$,$$,$$
$True-Chemical Solution$,$true-chemical solution$,$true chem$,$curated$,$d:2021-07-04$,$$,$$
$Truevine Operating$,$truevine operating$,$truevine$,$curated$,$d:2021-07-04$,$$,$$
$Truevine Operating, LLC$,$truevine operating, llc$,$truevine$,$curated$,$d:2021-07-04$,$$,$$
$TruevineOperating$,$truevineoperating$,$truevine$,$curated$,$d:2021-07-04$,$$,$$
$Truox Inc$,$truox inc$,$truox$,$curated$,$d:2021-07-04$,$$,$$
$Tucker Energy$,$tucker energy$,$tucker energy$,$curated$,$d:2021-07-04$,$$,$$
$Tucker Energy Services$,$tucker energy services$,$tucker energy$,$curated$,$d:2021-07-04$,$$,$$
$Tucker Energy Services (TES)$,$tucker energy services (tes)$,$tucker energy$,$curated$,$d:2021-07-04$,$$,$$
$Tug Hill Operating$,$tug hill operating$,$tug hill operating$,$curated$,$d:2021-07-04$,$$,$$
$Tug Hill Operating, LLC$,$tug hill operating, llc$,$tug hill operating$,$curated$,$d:2021-07-04$,$$,$$
$Tundra Operating, LLC$,$tundra operating, llc$,$tundra operating$,$curated$,$d:2021-07-04$,$$,$$
$Twilight Energy LLC$,$twilight energy llc$,$twilight energy$,$curated$,$d:2021-07-04$,$$,$$
$Twisted Oak Operating, LLC$,$twisted oak operating, llc$,$twisted oak operating$,$curated$,$d:2021-07-04$,$$,$$
$U S A$,$u s a$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$U.S Silica$,$u.s silica$,$us silica$,$curated$,$d:2021-07-04$,$$,$$
$U.S.$,$u.s.$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$U.S. Enercorp, LTD.$,$u.s. enercorp, ltd.$,$us enercorp$,$curated$,$d:2021-07-04$,$$,$$
$U.S. Energy$,$u.s. energy$,$us energy$,$curated$,$d:2021-07-04$,$$,$$
$U.S. Energy Development Corp$,$u.s. energy development corp$,$us energy$,$curated$,$d:2021-07-04$,$$,$$
$U.S. Energy Development Corp.$,$u.s. energy development corp.$,$us energy$,$curated$,$d:2021-07-04$,$$,$$
$U.S. Oil Chem$,$u.s. oil chem$,$us oil chem$,$curated$,$d:2021-07-04$,$$,$$
$U.S. SILICA$,$u.s. silica$,$us silica$,$curated$,$d:2021-07-04$,$$,$$
$U.S. Sand Co$,$u.s. sand co$,$us sand$,$curated$,$d:2021-07-04$,$$,$$
$U.S. Silica$,$u.s. silica$,$us silica$,$curated$,$d:2021-07-04$,$$,$$
$U.S. Silica Company$,$u.s. silica company$,$us silica$,$curated$,$d:2021-07-04$,$$,$$
$U.S. Water$,$u.s. water$,$us water$,$curated$,$d:2021-07-04$,$$,$$
$U.S. Well Services$,$u.s. well services$,$us well services$,$curated$,$d:2021-07-04$,$$,$$
$U.S. Well Services, Inc.$,$u.s. well services, inc.$,$us well services$,$curated$,$d:2021-07-04$,$$,$$
$U.S. Well Services, LLC$,$u.s. well services, llc$,$us well services$,$curated$,$d:2021-07-04$,$$,$$
$U.S. Well services$,$u.s. well services$,$us well services$,$curated$,$d:2021-07-04$,$$,$$
$U.S.Silica$,$u.s.silica$,$us silica$,$curated$,$d:2021-07-04$,$$,$$
$UBS$,$ubs$,$ubs$,$curated$,$d:2021-07-04$,$$,$$
$UC1$,$uc1$,$uc1$,$curated$,$d:2021-07-04$,$$,$$
$UC1,OD1$,$uc1,od1$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$UCM$,$ucm$,$ucm$,$curated$,$d:2021-07-04$,$$,$$
$UCM LLC$,$ucm llc$,$ucm$,$curated$,$d:2021-07-04$,$$,$$
$UDS$,$uds$,$uds$,$curated$,$d:2021-07-04$,$$,$$
$ULTRA BLEND SOLUTIONS, LLC$,$ultra blend solutions, llc$,$ultrablend$,$curated$,$d:2021-09-12$,$$,$$
$ULTRABLEND$,$ultrablend$,$ultrablend$,$curated$,$d:2021-07-04$,$$,$$
$ULTRABLEND SOLUTIONS$,$ultrablend solutions$,$ultrablend$,$curated$,$d:2021-07-04$,$$,$$
$UNIMIN CORPORATION$,$unimin corporation$,$unimin$,$curated$,$d:2021-07-04$,$$,$$
$UNITED SALT CORPORATION$,$united salt corporation$,$united salt$,$curated$,$d:2021-07-04$,$$,$$
$UNIVAR$,$univar$,$univar$,$curated$,$d:2021-07-04$,$$,$$
$UNIVERSAL$,$universal$,$universal$,$curated$,$d:2021-07-04$,$$,$$
$UNIVERSAL BACTERIA$,$universal bacteria$,$universal$,$curated$,$d:2021-07-04$,$$,$$
$UPP$,$upp$,$upp$,$curated$,$d:2021-07-04$,$$,$$
$UPPI$,$uppi$,$uppi$,$curated$,$d:2021-07-04$,$$,$$
$URSA RESOURCES GROUP, LLC.$,$ursa resources group, llc.$,$ursa$,$curated$,$d:2021-07-04$,$$,$$
$US Ceramics$,$us ceramics$,$us ceramics$,$curated$,$D:2021-11-07$,$$,$$
$US Energy Development Corp$,$us energy development corp$,$us energy$,$curated$,$d:2021-07-04$,$$,$$
$US Energy Development Corp.$,$us energy development corp.$,$us energy$,$curated$,$d:2021-07-04$,$$,$$
$US Energy Development Corporation$,$us energy development corporation$,$us energy$,$curated$,$d:2021-07-04$,$$,$$
$US SILICA$,$us silica$,$us silica$,$curated$,$d:2021-07-04$,$$,$$
$US SILICA COMPANY$,$us silica company$,$us silica$,$curated$,$d:2021-07-04$,$$,$$
$US SILIICA COMPANY$,$us siliica company$,$us silica$,$curated$,$d:2021-12-18$,$$,$$
$US Sand Co$,$us sand co$,$us sand$,$curated$,$d:2021-07-04$,$$,$$
$US Silca$,$us silca$,$us silica$,$curated$,$d:2021-07-04$,$$,$$
$US Silica$,$us silica$,$us silica$,$curated$,$d:2021-07-04$,$$,$$
$US Silica Company$,$us silica company$,$us silica$,$curated$,$d:2021-07-04$,$$,$$
$US Silica Sand$,$us silica sand$,$us silica$,$curated$,$d:2021-07-04$,$$,$$
$US Silica/RW Elliot/Unimin$,$us silica/rw elliot/unimin$,$us silica$,$curated$,$d:2021-07-04$,$$,$$
$US WELL SERVICES$,$us well services$,$us well services$,$curated$,$d:2021-07-04$,$$,$$
$US WELL SERVICES LLC$,$us well services llc$,$us well services$,$curated$,$d:2021-07-04$,$$,$$
$US Water$,$us water$,$us water$,$curated$,$d:2021-07-04$,$$,$$
$US Well Services$,$us well services$,$us well services$,$curated$,$d:2021-07-04$,$$,$$
$US Well Services LLC$,$us well services llc$,$us well services$,$curated$,$d:2021-09-12$,$$,$$
$US Well Servies$,$us well servies$,$us well services$,$curated$,$d:2021-07-04$,$$,$$
$US-Silica$,$us-silica$,$us silica$,$curated$,$d:2021-07-04$,$$,$$
$USS- San Antonio$,$uss- san antonio$,$uss$,$curated$,$d:2021-07-04$,$$,$$
$USWS$,$usws$,$us well services$,$curated$,$d:2021-07-04$,$$,$$
$UTFS$,$utfs$,$utfs$,$curated$,$d:2021-07-04$,$$,$$
$UWS$,$uws$,$uws$,$curated$,$d:2021-07-04$,$$,$$
$UWS / HES$,$uws / hes$,$uws$,$curated$,$d:2021-07-04$,$$,$$
$UWS/Halliburton$,$uws/halliburton$,$uws$,$curated$,$d:2021-07-04$,$$,$$
$Uinta Wax Operating, LLC$,$uinta wax operating, llc$,$uinta wax operating$,$curated$,$d:2021-12-04$,$$,$$
$Ultra Blend Solution$,$ultra blend solution$,$ultrablend$,$curated$,$d:2021-07-04$,$$,$$
$Ultra Blend Solutions$,$ultra blend solutions$,$ultrablend$,$curated$,$d:2021-07-04$,$$,$$
$Ultra Blend Solutions, LLC$,$ultra blend solutions, llc$,$ultrablend$,$curated$,$d:2021-07-04$,$$,$$
$Ultra Resources$,$ultra resources$,$ultra resources$,$curated$,$d:2021-07-04$,$$,$$
$Ultra Tech$,$ultra tech$,$ultra tech$,$curated$,$d:2021-07-04$,$$,$$
$Ultra-Tech$,$ultra-tech$,$ultra tech$,$curated$,$d:2021-07-04$,$$,$$
$UltraBlend$,$ultrablend$,$ultrablend$,$curated$,$d:2021-07-04$,$$,$$
$Ultrablend$,$ultrablend$,$ultrablend$,$curated$,$d:2021-07-04$,$$,$$
$Umberham Oil Co., Inc.$,$umberham oil co., inc.$,$umberham oil$,$curated$,$d:2021-12-16$,$$,$$
$Unibar$,$unibar$,$unibar$,$curated$,$d:2021-07-04$,$$,$$
$Unieveral Well Services$,$unieveral well services$,$universal$,$curated$,$d:2021-07-04$,$$,$$
$Unim$,$unim$,$unimin$,$curated$,$d:2021-07-04$,$$,$$
$Uniman$,$uniman$,$unimin$,$curated$,$d:2021-07-04$,$$,$$
$Unimim$,$unimim$,$unimin$,$curated$,$d:2021-07-04$,$$,$$
$Unimim Corp$,$unimim corp$,$unimin$,$curated$,$d:2021-07-04$,$$,$$
$Unimim Corp.$,$unimim corp.$,$unimin$,$curated$,$d:2021-07-04$,$$,$$
$Unimin$,$unimin$,$unimin$,$curated$,$d:2021-07-04$,$$,$$
$Unimin Corp$,$unimin corp$,$unimin$,$curated$,$d:2021-07-04$,$$,$$
$Unimin Corp.$,$unimin corp.$,$unimin$,$curated$,$d:2021-07-04$,$$,$$
$Unimin Corporation$,$unimin corporation$,$unimin$,$curated$,$d:2021-07-04$,$$,$$
$Unimin corp$,$unimin corp$,$unimin$,$curated$,$d:2021-07-04$,$$,$$
$Union Gas Operating Company$,$union gas operating company$,$union$,$curated$,$d:2021-07-04$,$$,$$
$Union Oil$,$union oil$,$union$,$curated$,$d:2021-07-04$,$$,$$
$Union Valley Petroleum$,$union valley petroleum$,$union$,$curated$,$d:2021-07-04$,$$,$$
$Union Valley Petroleum Corp$,$union valley petroleum corp$,$union$,$curated$,$d:2021-07-04$,$$,$$
$Unit Petroleum$,$unit petroleum$,$unit petroleum$,$curated$,$d:2021-07-04$,$$,$$
$Unit Petroleum Co.$,$unit petroleum co.$,$unit petroleum$,$curated$,$d:2021-07-04$,$$,$$
$United Initiators$,$united initiators$,$united initiators$,$curated$,$d:2021-07-04$,$$,$$
$United Initiators, Inc.$,$united initiators, inc.$,$united initiators$,$curated$,$d:2021-07-04$,$$,$$
$United Production Company, LLC$,$united production company, llc$,$united production$,$curated$,$d:2021-07-04$,$$,$$
$Unitex Oil & Gas$,$unitex oil & gas$,$unitex$,$curated$,$d:2021-07-04$,$$,$$
$Unitex Oil Company$,$unitex oil company$,$unitex$,$curated$,$d:2021-07-04$,$$,$$
$Unitex Oil and Gas$,$unitex oil and gas$,$unitex$,$curated$,$d:2021-07-04$,$$,$$
$Univar$,$univar$,$univar$,$curated$,$d:2021-07-04$,$$,$$
$Univar Solutions$,$univar solutions$,$univar$,$curated$,$d:2021-07-04$,$$,$$
$Univar USA$,$univar usa$,$univar$,$curated$,$d:2021-07-04$,$$,$$
$Univar USA Inc.$,$univar usa inc.$,$univar$,$curated$,$d:2021-07-04$,$$,$$
$Univar/Motiva Enterprises LLC$,$univar/motiva enterprises llc$,$univar$,$curated$,$d:2021-07-04$,$$,$$
$Univeral$,$univeral$,$universal$,$curated$,$d:2021-07-04$,$$,$$
$Univeral Well Services$,$univeral well services$,$universal$,$curated$,$d:2021-07-04$,$$,$$
$Universal$,$universal$,$universal$,$curated$,$d:2021-07-04$,$$,$$
$Universal Bacteria Specialist$,$universal bacteria specialist$,$universal$,$curated$,$d:2021-07-04$,$$,$$
$Universal Pressure$,$universal pressure$,$upp$,$curated$,$d:2021-07-04$,$d:2021-09-12$,$change from 'universal'$
$Universal Pressure Pumping$,$universal pressure pumping$,$upp$,$curated$,$d:2021-07-04$,$d:2021-09-12$,$change from 'universal'$
$Universal Pressure Pumping, Inc$,$universal pressure pumping, inc$,$upp$,$curated$,$d:2021-07-04$,$d:2021-09-12$,$change from 'universal'$
$Universal Pressure Pumping, Inc.$,$universal pressure pumping, inc.$,$upp$,$curated$,$d:2021-07-04$,$d:2021-09-12$,$change from 'universal'$
$Universal Services$,$universal services$,$universal$,$curated$,$d:2021-07-04$,$$,$$
$Universal Well$,$universal well$,$universal$,$curated$,$d:2021-07-04$,$$,$$
$Universal Well Service$,$universal well service$,$universal$,$curated$,$d:2021-07-04$,$$,$$
$Universal Well Service, FTS International$,$universal well service, fts international$,$universal$,$curated$,$d:2021-07-04$,$$,$$
$Universal Well Services$,$universal well services$,$universal$,$curated$,$d:2021-07-04$,$$,$$
$Universal Well Services, Inc$,$universal well services, inc$,$universal$,$curated$,$d:2021-07-04$,$$,$$
$Universal Well Services, Inc.$,$universal well services, inc.$,$universal$,$curated$,$d:2021-07-04$,$$,$$
$Universal Well Services, Inc/FTS International$,$universal well services, inc/fts international$,$universal$,$curated$,$d:2021-07-04$,$$,$$
$Universal Well service$,$universal well service$,$universal$,$curated$,$d:2021-07-04$,$$,$$
$Universal Wells Services$,$universal wells services$,$universal$,$curated$,$d:2021-07-04$,$$,$$
$UpCurve Energy$,$upcurve energy$,$upcurve$,$curated$,$d:2021-07-04$,$D:2022-01-07$,$change from 'upcurve energy'$
$UpCurve Energy LLC$,$upcurve energy llc$,$upcurve$,$curated$,$d:2021-07-04$,$D:2022-01-07$,$change from 'upcurve energy'$
$Upcurve$,$upcurve$,$upcurve$,$curated$,$d:2022-01-07$,$$,$$
$Upcurve Energy$,$upcurve energy$,$upcurve$,$curated$,$d:2021-07-04$,$D:2022-01-07$,$change from 'upcurve energy'$
$Upham Oil & Gas Company$,$upham oil & gas company$,$upham oil & gas company$,$curated$,$d:2021-07-04$,$$,$$
$Upland$,$upland$,$upland$,$curated$,$d:2021-07-04$,$$,$$
$Upland Exploration LLC$,$upland exploration llc$,$upland$,$curated$,$d:2021-07-04$,$$,$$
$Upland Resources$,$upland resources$,$upland$,$curated$,$d:2021-07-04$,$$,$$
$Urban Oil and Gas Group$,$urban oil and gas group$,$urban oil and gas group$,$curated$,$d:2021-07-04$,$$,$$
$Urea$,$urea$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$Ursa Operating Company LLC$,$ursa operating company llc$,$ursa$,$curated$,$d:2021-07-04$,$$,$$
$Us Silica$,$us silica$,$us silica$,$curated$,$d:2021-07-04$,$$,$$
$Utah Gas Corporation$,$utah gas corporation$,$utah gas corporation$,$curated$,$d:2021-07-04$,$$,$$
$Ute Energy Upstream Holdings, LLC$,$ute energy upstream holdings, llc$,$ute energy upstream holdings$,$curated$,$d:2021-07-04$,$$,$$
$Utica Resource$,$utica resource$,$utica resource$,$curated$,$d:2021-07-04$,$$,$$
$V-F Petroleum Inc.$,$v-f petroleum inc.$,$v-f petroleum$,$curated$,$d:2021-07-04$,$$,$$
$V-Tech$,$v-tech$,$v-tech$,$curated$,$d:2021-07-04$,$$,$$
$V-tech$,$v-tech$,$v-tech$,$curated$,$d:2021-07-04$,$$,$$
$V1210221$,$v1210221$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$V1411139$,$v1411139$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$V1511256$,$v1511256$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$VAALCO ENERGY (USA), INC.$,$vaalco energy (usa), inc.$,$vaalco energy$,$curated$,$d:2021-07-04$,$$,$$
$VALIDUS NRG AQUILAS ASSETCO LLC$,$validus nrg aquilas assetco llc$,$validus$,$curated$,$d:2021-10-10$,$$,$$
$VALLEY$,$valley$,$valley$,$curated$,$d:2021-07-04$,$$,$$
$VALLEY SOL$,$valley sol$,$valley$,$curated$,$d:2021-07-04$,$$,$$
$VALLEY SOLV$,$valley solv$,$valley$,$curated$,$d:2021-07-04$,$$,$$
$VALLEY SOLV.$,$valley solv.$,$valley$,$curated$,$d:2021-07-04$,$$,$$
$VALLEY SOLVE$,$valley solve$,$valley$,$curated$,$d:2021-07-04$,$$,$$
$VALLEY SOLVENT$,$valley solvent$,$valley$,$curated$,$d:2021-07-04$,$$,$$
$VALLEY SOLVENTS$,$valley solvents$,$valley$,$curated$,$d:2021-07-04$,$$,$$
$VANGUARD OPERATING LLC$,$vanguard operating llc$,$vanguard$,$curated$,$d:2021-07-04$,$$,$$
$VANTAGE$,$vantage$,$vantage$,$curated$,$d:2021-07-04$,$$,$$
$VARIOU$,$variou$,$various$,$curated$,$d:2021-07-04$,$$,$$
$VARIOUS$,$various$,$various$,$curated$,$d:2021-07-04$,$$,$$
$VENADO OPERATING COMPANY LLC$,$venado operating company llc$,$venado$,$curated$,$d:2021-07-04$,$$,$$
$VERDE$,$verde$,$verde$,$curated$,$d:2021-07-04$,$$,$$
$VERDE BIOCHEM$,$verde biochem$,$verde$,$curated$,$d:2021-07-04$,$$,$$
$VERDE BIOCHEM, LLC$,$verde biochem, llc$,$verde$,$curated$,$d:2021-07-04$,$$,$$
$VERDE NRG$,$verde nrg$,$verde$,$curated$,$d:2021-09-12$,$$,$$
$VERTEX$,$vertex$,$vertex$,$curated$,$d:2021-07-04$,$$,$$
$VISTA PROPPANT AND LOGISTICS$,$vista proppant and logistics$,$vista$,$curated$,$d:2022-01-07$,$$,$$
$VISTA SANDS$,$vista sands$,$vista$,$curated$,$d:2021-12-04$,$$,$$
$Vaalco Energy$,$vaalco energy$,$vaalco energy$,$curated$,$d:2021-07-04$,$$,$$
$ValPoint$,$valpoint$,$valpoint$,$curated$,$d:2021-07-04$,$$,$$
$ValPoint Energy$,$valpoint energy$,$valpoint$,$curated$,$d:2021-07-04$,$$,$$
$Valence$,$valence$,$valence$,$curated$,$d:2021-07-04$,$$,$$
$Valence Operating Company$,$valence operating company$,$valence$,$curated$,$d:2021-07-04$,$$,$$
$Valero$,$valero$,$valero$,$curated$,$d:2021-07-04$,$$,$$
$Vallehy Solvents$,$vallehy solvents$,$valley$,$curated$,$d:2021-07-04$,$$,$$
$Valley$,$valley$,$valley$,$curated$,$d:2021-07-04$,$$,$$
$Valley Petrol Consulting Inc$,$valley petrol consulting inc$,$valley$,$curated$,$d:2021-07-04$,$$,$$
$Valley Sol$,$valley sol$,$valley$,$curated$,$d:2021-07-04$,$$,$$
$Valley Solv$,$valley solv$,$valley$,$curated$,$d:2021-07-04$,$$,$$
$Valley Solvent$,$valley solvent$,$valley$,$curated$,$d:2021-07-04$,$$,$$
$Valley Solvents$,$valley solvents$,$valley$,$curated$,$d:2021-07-04$,$$,$$
$Valpoint Energy$,$valpoint energy$,$valpoint$,$curated$,$d:2021-07-04$,$$,$$
$Valpoint Operating$,$valpoint operating$,$valpoint$,$curated$,$d:2021-07-04$,$$,$$
$Valpoint Operating, LLC$,$valpoint operating, llc$,$valpoint$,$curated$,$d:2021-07-04$,$$,$$
$ValueSolvent s$,$valuesolvent s$,$valuesolvents$,$curated$,$d:2021-07-04$,$$,$$
$Van Operating$,$van operating$,$van operating$,$curated$,$d:2021-07-04$,$$,$$
$Vangaurd Natural Resources$,$vangaurd natural resources$,$vanguard$,$curated$,$d:2021-07-04$,$$,$$
$Vanguard Natural Resources$,$vanguard natural resources$,$vanguard$,$curated$,$d:2021-07-04$,$$,$$
$Vanguard Natural Resources, LLC$,$vanguard natural resources, llc$,$vanguard$,$curated$,$d:2021-07-04$,$$,$$
$Vanguard Operating, LLC$,$vanguard operating, llc$,$vanguard$,$curated$,$d:2021-07-04$,$$,$$
$Vanguard Permian LLC$,$vanguard permian llc$,$vanguard$,$curated$,$d:2021-07-04$,$$,$$
$Vantage$,$vantage$,$vantage$,$curated$,$d:2021-07-04$,$$,$$
$Vantage - Uinta LLC$,$vantage - uinta llc$,$vantage$,$curated$,$d:2021-07-04$,$$,$$
$Vantage Energy$,$vantage energy$,$vantage$,$curated$,$d:2021-07-04$,$$,$$
$Vantage Energy Appalachia II LLC$,$vantage energy appalachia ii llc$,$vantage$,$curated$,$d:2021-07-04$,$$,$$
$Vantage Energy Appalachia LLC$,$vantage energy appalachia llc$,$vantage$,$curated$,$d:2021-07-04$,$$,$$
$Vantage Energy LLC$,$vantage energy llc$,$vantage$,$curated$,$d:2021-07-04$,$$,$$
$Vantage Fort Worth Energy LLC$,$vantage fort worth energy llc$,$vantage$,$curated$,$d:2021-07-04$,$$,$$
$Variable$,$variable$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$Various$,$various$,$various$,$curated$,$d:2021-07-04$,$$,$$
$Vaughn Good Oil Co. LLC$,$vaughn good oil co. llc$,$vaughn good oil$,$curated$,$d:2021-07-04$,$$,$$
$Velox$,$velox$,$velox$,$curated$,$d:2021-07-04$,$$,$$
$Velox Oilfield Services$,$velox oilfield services$,$velox$,$curated$,$d:2021-09-12$,$$,$$
$Venado$,$venado$,$venado$,$curated$,$d:2021-07-04$,$$,$$
